director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,title_year,director_genre_actors
Ron Howard,Chris Hemsworth,Olivia Wilde,Alexandra Maria Lara,Action Biography Drama Sport,Rush,2013.0,Ron Howard Chris Hemsworth  Olivia Wilde Alexandra Maria Lara Action Biography Drama Sport
Paul Thomas Anderson,Patton Oswalt,Neil Flynn,Jim Meskimen,Drama,Magnolia,1999.0,Paul Thomas Anderson Patton Oswalt  Neil Flynn Jim Meskimen Drama
Kevin Smith,Bruce Willis,Tracy Morgan,Kevin Pollak,Action Comedy Crime,Cop Out,2010.0,Kevin Smith Bruce Willis  Tracy Morgan Kevin Pollak Action Comedy Crime
Christian Ditter,Alison Brie,Damon Wayans Jr.,Nicholas Braun,Comedy Romance,How to Be Single,2016.0,Christian Ditter Alison Brie  Damon Wayans Jr. Nicholas Braun Comedy Romance
Charles Martin Smith,Morgan Freeman,Michael Roark,Harry Connick Jr.,Drama Family,Dolphin Tale,2011.0,Charles Martin Smith Morgan Freeman  Michael Roark Harry Connick Jr. Drama Family
Catherine Hardwicke,Kristen Stewart,Taylor Lautner,Anna Kendrick,Drama Fantasy Romance,Twilight,2008.0,Catherine Hardwicke Kristen Stewart  Taylor Lautner Anna Kendrick Drama Fantasy Romance
Nick Cassavetes,Denzel Washington,Laura Harring,Anne Heche,Crime Drama Thriller,John Q,2002.0,Nick Cassavetes Denzel Washington  Laura Harring Anne Heche Crime Drama Thriller
Les Mayfield,Peter Greene,Dave Chappelle,Tamala Jones,Action Comedy Crime Thriller,Blue Streak,1999.0,Les Mayfield Peter Greene  Dave Chappelle Tamala Jones Action Comedy Crime Thriller
Rawson Marshall Thurber,Laura-Leigh,Molly C. Quinn,Thomas Lennon,Comedy Crime,We're the Millers,2013.0,Rawson Marshall Thurber Laura-Leigh  Molly C. Quinn Thomas Lennon Comedy Crime
Fedor Bondarchuk,Yuliya Snigir,Fedor Bondarchuk,Aleksey Serebryakov,Action Adventure Sci-Fi,Obitaemyy ostrov,2009.0,Fedor Bondarchuk Yuliya Snigir  Fedor Bondarchuk Aleksey Serebryakov Action Adventure Sci-Fi
Jonathan Mostow,Kathleen Quinlan,M.C. Gainey,J.T. Walsh,Action Crime Drama Mystery Thriller,Breakdown,1997.0,Jonathan Mostow Kathleen Quinlan  M.C. Gainey J.T. Walsh Action Crime Drama Mystery Thriller
Irvin Kershner,Bernie Casey,Klaus Maria Brandauer,Barbara Carrera,Action Adventure Thriller,Never Say Never Again,1983.0,Irvin Kershner Bernie Casey  Klaus Maria Brandauer Barbara Carrera Action Adventure Thriller
Steve Pink,Charlie McDermott,Collette Wolfe,Crystal Lowe,Comedy Sci-Fi,Hot Tub Time Machine,2010.0,Steve Pink Charlie McDermott  Collette Wolfe Crystal Lowe Comedy Sci-Fi
Charles Martin Smith,Morgan Freeman,Taylor Blackwell,Harry Connick Jr.,Drama Family,Dolphin Tale 2,2014.0,Charles Martin Smith Morgan Freeman  Taylor Blackwell Harry Connick Jr. Drama Family
John Frankenheimer,Charlize Theron,James Frain,Clarence Williams III,Action Adventure Crime Drama Family Fantasy Romance Thriller,Reindeer Games,2000.0,John Frankenheimer Charlize Theron  James Frain Clarence Williams III Action Adventure Crime Drama Family Fantasy Romance Thriller
F. Gary Gray,Vin Diesel,Jeff Kober,Larenz Tate,Action Crime Drama Thriller,A Man Apart,2003.0,F. Gary Gray Vin Diesel  Jeff Kober Larenz Tate Action Crime Drama Thriller
Cameron Crowe,Emma Stone,Bradley Cooper,Bill Murray,Comedy Drama Romance,Aloha,2015.0,Cameron Crowe Emma Stone  Bradley Cooper Bill Murray Comedy Drama Romance
Rob Reiner,Alexa PenaVega,Virginia Madsen,Craig T. Nelson,Drama History,Ghosts of Mississippi,1996.0,Rob Reiner Alexa PenaVega  Virginia Madsen Craig T. Nelson Drama History
Scott Hicks,Rick Yune,Reeve Carney,Daniel von Bargen,Drama Mystery Romance Thriller,Snow Falling on Cedars,1999.0,Scott Hicks Rick Yune  Reeve Carney Daniel von Bargen Drama Mystery Romance Thriller
Mikael Håfström,Anthony Hopkins,Colin O'Donoghue,Toby Jones,Drama Horror Mystery Thriller,The Rite,2011.0,Mikael Håfström Anthony Hopkins  Colin O'Donoghue Toby Jones Drama Horror Mystery Thriller
Andrew Niccol,Blair Underwood,Xander Berkeley,Mason Gamble,Drama Sci-Fi Thriller,Gattaca,1997.0,Andrew Niccol Blair Underwood  Xander Berkeley Mason Gamble Drama Sci-Fi Thriller
Andrew Bergman,Stockard Channing,Nathan Lane,John Larroquette,Biography Comedy Romance,Isn't She Great,2000.0,Andrew Bergman Stockard Channing  Nathan Lane John Larroquette Biography Comedy Romance
Kirk De Micco,Cheryl Hines,Kenan Thompson,Omid Abtahi,Adventure Animation Comedy Family Sci-Fi,Space Chimps,2008.0,Kirk De Micco Cheryl Hines  Kenan Thompson Omid Abtahi Adventure Animation Comedy Family Sci-Fi
Chris Rock,Bernie Mac,Dylan Baker,Tracy Morgan,Comedy,Head of State,2003.0,Chris Rock Bernie Mac  Dylan Baker Tracy Morgan Comedy
Todd Phillips,Bradley Cooper,Rob Riggle,Mike Epps,Comedy,The Hangover,2009.0,Todd Phillips Bradley Cooper  Rob Riggle Mike Epps Comedy
Wilson Yip,Mike Tyson,Lynn Hung,Kwok-Kwan Chan,Action Biography Drama History,Ip Man 3,2015.0,Wilson Yip Mike Tyson  Lynn Hung Kwok-Kwan Chan Action Biography Drama History
Jay Roach,Muse Watson,Verne Troyer,Robert Wagner,Action Adventure Comedy Crime,Austin Powers: The Spy Who Shagged Me,1999.0,Jay Roach Muse Watson  Verne Troyer Robert Wagner Action Adventure Comedy Crime
Tim Burton,Michael Gough,Jack Palance,William Hootkins,Action Adventure,Batman,1989.0,Tim Burton Michael Gough  Jack Palance William Hootkins Action Adventure
Roland Joffé,Jordi Mollà,Dougray Scott,Lily Cole,Biography Drama War,There Be Dragons,2011.0,Roland Joffé Jordi Mollà  Dougray Scott Lily Cole Biography Drama War
Richard Donner,Rene Russo,Nick Chinlund,Stuart Wilson,Action Crime Thriller,Lethal Weapon 3,1992.0,Richard Donner Rene Russo  Nick Chinlund Stuart Wilson Action Crime Thriller
John Lee Hancock,Catherine Dyer,Quinton Aaron,Kim Dickens,Biography Drama Sport,The Blind Side,2009.0,John Lee Hancock Catherine Dyer  Quinton Aaron Kim Dickens Biography Drama Sport
unknown,Jon Foo,Aimee Garcia,Wendie Malick,Action Comedy Crime,Rush Hour            ,0.0,unknown Jon Foo  Aimee Garcia Wendie Malick Action Comedy Crime
Robert Rodriguez,Alexa PenaVega,Cheech Marin,Daryl Sabara,Action Adventure Comedy Family Sci-Fi,Spy Kids,2001.0,Robert Rodriguez Alexa PenaVega  Cheech Marin Daryl Sabara Action Adventure Comedy Family Sci-Fi
Seth Gordon,Kevin Spacey,Lindsay Sloane,Reginald Ballard,Comedy Crime,Horrible Bosses,2011.0,Seth Gordon Kevin Spacey  Lindsay Sloane Reginald Ballard Comedy Crime
Ethan Coen,Matt Damon,Jeff Bridges,Bruce Green,Adventure Drama Western,True Grit,2010.0,Ethan Coen Matt Damon  Jeff Bridges Bruce Green Adventure Drama Western
David Frankel,Meryl Streep,Anne Hathaway,Rebecca Mader,Comedy Drama Romance,The Devil Wears Prada,2006.0,David Frankel Meryl Streep  Anne Hathaway Rebecca Mader Comedy Drama Romance
Robert Wise,Leonard Nimoy,Nichelle Nichols,Walter Koenig,Adventure Mystery Sci-Fi,Star Trek: The Motion Picture,1979.0,Robert Wise Leonard Nimoy  Nichelle Nichols Walter Koenig Adventure Mystery Sci-Fi
Seth Gordon,Jon Favreau,Eric Stonestreet,T.I.,Comedy Crime,Identity Thief,2013.0,Seth Gordon Jon Favreau  Eric Stonestreet T.I. Comedy Crime
Martin Scorsese,Robert De Niro,Robert Mitchum,Joe Don Baker,Crime Thriller,Cape Fear,1991.0,Martin Scorsese Robert De Niro  Robert Mitchum Joe Don Baker Crime Thriller
Robert Luketic,Kevin Spacey,Jim Sturgess,Josh Gad,Crime Drama Thriller,21,2008.0,Robert Luketic Kevin Spacey  Jim Sturgess Josh Gad Crime Drama Thriller
Judd Apatow,Amy Schumer,Randall Park,Josh Segarra,Comedy Romance,Trainwreck,2015.0,Judd Apatow Amy Schumer  Randall Park Josh Segarra Comedy Romance
Kevin Rodney Sullivan,Bernie Mac,Nicole Sullivan,Sherri Shepherd,Comedy Romance,Guess Who,2005.0,Kevin Rodney Sullivan Bernie Mac  Nicole Sullivan Sherri Shepherd Comedy Romance
Anthony Minghella,Colin Firth,Kristin Scott Thomas,Jürgen Prochnow,Drama Romance War,The English Patient,1996.0,Anthony Minghella Colin Firth  Kristin Scott Thomas Jürgen Prochnow Drama Romance War
Curtis Hanson,Kevin Spacey,Matt McCoy,Paul Guilfoyle,Crime Drama Mystery Thriller,L.A. Confidential,1997.0,Curtis Hanson Kevin Spacey  Matt McCoy Paul Guilfoyle Crime Drama Mystery Thriller
Mike Mitchell,Michael Angarano,Kelly Preston,Nicholas Braun,Adventure Comedy Family Sci-Fi,Sky High,2005.0,Mike Mitchell Michael Angarano  Kelly Preston Nicholas Braun Adventure Comedy Family Sci-Fi
Frank Oz,Tom Selleck,Wilford Brimley,Lauren Ambrose,Comedy,In & Out,1997.0,Frank Oz Tom Selleck  Wilford Brimley Lauren Ambrose Comedy
Roger Donaldson,Natasha Henstridge,Marg Helgenberger,Jordan Lund,Action Horror Sci-Fi Thriller,Species,1995.0,Roger Donaldson Natasha Henstridge  Marg Helgenberger Jordan Lund Action Horror Sci-Fi Thriller
Wes Craven,Johnny Depp,Lin Shaye,Amanda Wyss,Horror,A Nightmare on Elm Street,1984.0,Wes Craven Johnny Depp  Lin Shaye Amanda Wyss Horror
Tarsem Singh,Dylan Baker,Jake Weber,James Gammon,Horror Sci-Fi Thriller,The Cell,2000.0,Tarsem Singh Dylan Baker  Jake Weber James Gammon Horror Sci-Fi Thriller
Randall Wallace,Leonardo DiCaprio,Anne Parillaud,Judith Godrèche,Action Adventure,The Man in the Iron Mask,1998.0,Randall Wallace Leonardo DiCaprio  Anne Parillaud Judith Godrèche Action Adventure
Randall Wallace,Scott Glenn,Kevin Connolly,Dylan Walsh,Biography Drama Family History Sport,Secretariat,2010.0,Randall Wallace Scott Glenn  Kevin Connolly Dylan Walsh Biography Drama Family History Sport
Kevin Munroe,Chris Evans,Sarah Michelle Gellar,Mako,Action Adventure Animation Comedy Family Fantasy Sci-Fi,TMNT,2007.0,Kevin Munroe Chris Evans  Sarah Michelle Gellar Mako Action Adventure Animation Comedy Family Fantasy Sci-Fi
Michael Tollin,Alfre Woodard,Riley Smith,Debra Winger,Biography Drama Sport,Radio,2003.0,Michael Tollin Alfre Woodard  Riley Smith Debra Winger Biography Drama Sport
Will Gluck,Mila Kunis,Justin Timberlake,Masi Oka,Comedy Romance,Friends with Benefits,2011.0,Will Gluck Mila Kunis  Justin Timberlake Masi Oka Comedy Romance
Nicholas Stoller,Chloë Grace Moretz,Ike Barinholtz,Kiersey Clemons,Comedy,Neighbors 2: Sorority Rising,2016.0,Nicholas Stoller Chloë Grace Moretz  Ike Barinholtz Kiersey Clemons Comedy
John Lee Hancock,Tom Hanks,Ruth Wilson,B.J. Novak,Biography Comedy Drama History Music,Saving Mr. Banks,2013.0,John Lee Hancock Tom Hanks  Ruth Wilson B.J. Novak Biography Comedy Drama History Music
Spike Lee,Denzel Washington,Delroy Lindo,Al Freeman Jr.,Biography Drama History Romance,Malcolm X,1992.0,Spike Lee Denzel Washington  Delroy Lindo Al Freeman Jr. Biography Drama History Romance
Judd Apatow,Charlyne Yi,Maude Apatow,Mackenzie Aladjem,Comedy,This Is 40,2012.0,Judd Apatow Charlyne Yi  Maude Apatow Mackenzie Aladjem Comedy
Walt Becker,Robin Williams,Bernie Mac,Ann-Margret,Comedy Family,Old Dogs,2009.0,Walt Becker Robin Williams  Bernie Mac Ann-Margret Comedy Family
Patrick Tatopoulos,Craig Parker,Kevin Grevioux,Steven Mackintosh,Action Adventure Fantasy Sci-Fi Thriller,Underworld: Rise of the Lycans,2009.0,Patrick Tatopoulos Craig Parker  Kevin Grevioux Steven Mackintosh Action Adventure Fantasy Sci-Fi Thriller
Ken Kwapis,Robin Williams,Christine Taylor,Mindy Kaling,Comedy Romance,License to Wed,2007.0,Ken Kwapis Robin Williams  Christine Taylor Mindy Kaling Comedy Romance
Dennis Dugan,Jon Lovitz,Jon Heder,Tim Meadows,Comedy Romance Sport,The Benchwarmers,2006.0,Dennis Dugan Jon Lovitz  Jon Heder Tim Meadows Comedy Romance Sport
Gary David Goldberg,Stockard Channing,Victor Webster,Elizabeth Perkins,Comedy Romance,Must Love Dogs,2005.0,Gary David Goldberg Stockard Channing  Victor Webster Elizabeth Perkins Comedy Romance
Mike Newell,Johnny Depp,Al Pacino,Anne Heche,Biography Crime Drama,Donnie Brasco,1997.0,Mike Newell Johnny Depp  Al Pacino Anne Heche Biography Crime Drama
Paul W.S. Anderson,Milla Jovovich,Jaymes Butler,Colin Salmon,Action Horror Sci-Fi,Resident Evil,2002.0,Paul W.S. Anderson Milla Jovovich  Jaymes Butler Colin Salmon Action Horror Sci-Fi
Tobe Hooper,Heather O'Rourke,Zelda Rubinstein,Craig T. Nelson,Fantasy Horror,Poltergeist,1982.0,Tobe Hooper Heather O'Rourke  Zelda Rubinstein Craig T. Nelson Fantasy Horror
Ethan Coen,J.K. Simmons,Tom Hanks,Stephen Root,Comedy Crime Thriller,The Ladykillers,2004.0,Ethan Coen J.K. Simmons  Tom Hanks Stephen Root Comedy Crime Thriller
John Moore,Mila Kunis,Beau Bridges,Jamie Hector,Action Crime Drama Mystery Thriller,Max Payne,2008.0,John Moore Mila Kunis  Beau Bridges Jamie Hector Action Crime Drama Mystery Thriller
Andrew Niccol,Matt Bomer,Olivia Wilde,Justin Timberlake,Action Sci-Fi Thriller,In Time,2011.0,Andrew Niccol Matt Bomer  Olivia Wilde Justin Timberlake Action Sci-Fi Thriller
Alan Poul,Danneel Ackles,Noureen DeWulf,Tom Bosley,Comedy Romance,The Back-up Plan,2010.0,Alan Poul Danneel Ackles  Noureen DeWulf Tom Bosley Comedy Romance
Luke Greenfield,Ashley Williams,Steve Howey,Kirsten Day,Comedy Drama Romance,Something Borrowed,2011.0,Luke Greenfield Ashley Williams  Steve Howey Kirsten Day Comedy Drama Romance
unknown,Jodi Lyn O'Keefe,Kimberly Elise,Logan Browning,Drama Romance,Hit the Floor            ,0.0,unknown Jodi Lyn O'Keefe  Kimberly Elise Logan Browning Drama Romance
Gil Junger,Tom Wilkinson,Marsha Thomason,Vincent Regan,Adventure Comedy Fantasy,Black Knight,2001.0,Gil Junger Tom Wilkinson  Marsha Thomason Vincent Regan Adventure Comedy Fantasy
Michael Ritchie,Tatum O'Neal,Vic Morrow,Joyce Van Patten,Comedy Drama Family Sport,The Bad News Bears,1976.0,Michael Ritchie Tatum O'Neal  Vic Morrow Joyce Van Patten Comedy Drama Family Sport
Steven E. de Souza,Ming-Na Wen,Raul Julia,Kylie Minogue,Action Adventure Comedy Thriller,Street Fighter,1994.0,Steven E. de Souza Ming-Na Wen  Raul Julia Kylie Minogue Action Adventure Comedy Thriller
Roman Polanski,Emilia Fox,Frank Finlay,Ed Stoppard,Biography Drama War,The Pianist,2002.0,Roman Polanski Emilia Fox  Frank Finlay Ed Stoppard Biography Drama War
Albert Hughes,Johnny Depp,Jason Flemyng,Ian Richardson,Horror Mystery Thriller,From Hell,2001.0,Albert Hughes Johnny Depp  Jason Flemyng Ian Richardson Horror Mystery Thriller
Catherine Hardwicke,Keisha Castle-Hughes,Hiam Abbass,Shaun Toub,Drama Family Fantasy,The Nativity Story,2006.0,Catherine Hardwicke Keisha Castle-Hughes  Hiam Abbass Shaun Toub Drama Family Fantasy
Jaume Collet-Serra,Robert Ri'chard,Paris Hilton,Brian Van Holt,Horror,House of Wax,2005.0,Jaume Collet-Serra Robert Ri'chard  Paris Hilton Brian Van Holt Horror
Mike Nichols,Natalie Portman,Julia Roberts,Colin Stinton,Drama Romance,Closer,2004.0,Mike Nichols Natalie Portman  Julia Roberts Colin Stinton Drama Romance
Clint Eastwood,Leonardo DiCaprio,Naomi Watts,Kaitlyn Dever,Biography Crime Drama,J. Edgar,2011.0,Clint Eastwood Leonardo DiCaprio  Naomi Watts Kaitlyn Dever Biography Crime Drama
Alexandre Aja,Jason Flemyng,Cameron Boyce,Julian Glover,Horror Mystery,Mirrors,2008.0,Alexandre Aja Jason Flemyng  Cameron Boyce Julian Glover Horror Mystery
Michael Rymer,Aaliyah,Lena Olin,Bruce Spence,Drama Fantasy Horror,Queen of the Damned,2002.0,Michael Rymer Aaliyah  Lena Olin Bruce Spence Drama Fantasy Horror
Stephen Hopkins,Adam Baldwin,Robert Davi,Kevin Peter Hall,Action Horror Sci-Fi,Predator 2,1990.0,Stephen Hopkins Adam Baldwin  Robert Davi Kevin Peter Hall Action Horror Sci-Fi
Gregory Hoblit,Billy Burke,Jesse Tyler Ferguson,Joseph Cross,Crime Drama Thriller,Untraceable,2008.0,Gregory Hoblit Billy Burke  Jesse Tyler Ferguson Joseph Cross Crime Drama Thriller
Hugh Wilson,Brendan Fraser,Sissy Spacek,Douglas Smith,Comedy Drama Romance Sci-Fi,Blast from the Past,1999.0,Hugh Wilson Brendan Fraser  Sissy Spacek Douglas Smith Comedy Drama Romance Sci-Fi
Mike Hodges,Brian Blessed,William Hootkins,Sam J. Jones,Action Adventure Sci-Fi,Flash Gordon,1980.0,Mike Hodges Brian Blessed  William Hootkins Sam J. Jones Action Adventure Sci-Fi
Kevin Smith,Stephen Root,Mike Starr,George Carlin,Comedy Drama Romance,Jersey Girl,2004.0,Kevin Smith Stephen Root  Mike Starr George Carlin Comedy Drama Romance
Rob Cohen,Cicely Tyson,Chad Lindberg,Carmen Ejogo,Action Crime Mystery Thriller,Alex Cross,2012.0,Rob Cohen Cicely Tyson  Chad Lindberg Carmen Ejogo Action Crime Mystery Thriller
Clint Eastwood,Kevin Spacey,Bob Gunton,Leon Rippy,Crime Drama Mystery Thriller,Midnight in the Garden of Good and Evil,1997.0,Clint Eastwood Kevin Spacey  Bob Gunton Leon Rippy Crime Drama Mystery Thriller
Scott Mann,Robert De Niro,Joshua Mikel,D.B. Sweeney,Action Crime Thriller,Heist,2015.0,Scott Mann Robert De Niro  Joshua Mikel D.B. Sweeney Action Crime Thriller
Susanna White,Daniel Mays,Bill Bailey,Eros Vlahos,Comedy Family Fantasy,Nanny McPhee Returns,2010.0,Susanna White Daniel Mays  Bill Bailey Eros Vlahos Comedy Family Fantasy
Danny DeVito,Frank Whaley,J.T. Walsh,Paul Guilfoyle,Biography Crime Drama,Hoffa,1992.0,Danny DeVito Frank Whaley  J.T. Walsh Paul Guilfoyle Biography Crime Drama
Chris Carter,Mitch Pileggi,Callum Rennie,Nicki Aycox,Drama Mystery Sci-Fi Thriller,The X Files: I Want to Believe,2008.0,Chris Carter Mitch Pileggi  Callum Rennie Nicki Aycox Drama Mystery Sci-Fi Thriller
Tommy O'Haver,Anne Hathaway,Steve Coogan,Joanna Lumley,Comedy Family Fantasy Romance,Ella Enchanted,2004.0,Tommy O'Haver Anne Hathaway  Steve Coogan Joanna Lumley Comedy Family Fantasy Romance
Peter Landesman,Will Smith,Eddie Marsan,Albert Brooks,Biography Drama Sport,Concussion,2015.0,Peter Landesman Will Smith  Eddie Marsan Albert Brooks Biography Drama Sport
John Singleton,Ken Arnold,Benjamin J. Cain Jr.,Richard Cetrone,Action Mystery Thriller,Abduction,2011.0,John Singleton Ken Arnold  Benjamin J. Cain Jr. Richard Cetrone Action Mystery Thriller
Gary Chapman,Jim Broadbent,Olivia Williams,Pip Torrens,Adventure Animation Comedy Family War,Valiant,2005.0,Gary Chapman Jim Broadbent  Olivia Williams Pip Torrens Adventure Animation Comedy Family War
Curtis Hanson,Robert Downey Jr.,Rip Torn,Richard Thomas,Comedy Drama,Wonder Boys,2000.0,Curtis Hanson Robert Downey Jr.  Rip Torn Richard Thomas Comedy Drama
Craig Mazin,Drake Bell,Tracy Morgan,Marion Ross,Action Comedy Sci-Fi Thriller,Superhero Movie,2008.0,Craig Mazin Drake Bell  Tracy Morgan Marion Ross Action Comedy Sci-Fi Thriller
Allen Hughes,Alona Tal,James Ransone,Michael Beach,Crime Drama Thriller,Broken City,2013.0,Allen Hughes Alona Tal  James Ransone Michael Beach Crime Drama Thriller
Wes Craven,Shannon Elizabeth,Portia de Rossi,Derek Mears,Comedy Horror,Cursed,2005.0,Wes Craven Shannon Elizabeth  Portia de Rossi Derek Mears Comedy Horror
David Koepp,Joseph Gordon-Levitt,Dania Ramirez,Aasif Mandvi,Action Crime Thriller,Premium Rush,2012.0,David Koepp Joseph Gordon-Levitt  Dania Ramirez Aasif Mandvi Action Crime Thriller
Anne Fletcher,Jim Gaffigan,Richard T. Jones,Michael Mosley,Action Comedy Crime,Hot Pursuit,2015.0,Anne Fletcher Jim Gaffigan  Richard T. Jones Michael Mosley Action Comedy Crime
Shekhar Kapur,Djimon Hounsou,Lucy Gordon,Alex Jennings,Adventure Drama Romance War,The Four Feathers,2002.0,Shekhar Kapur Djimon Hounsou  Lucy Gordon Alex Jennings Adventure Drama Romance War
Taylor Hackford,Jason Statham,Clifton Collins Jr.,Wendell Pierce,Action Crime Romance Thriller,Parker,2013.0,Taylor Hackford Jason Statham  Clifton Collins Jr. Wendell Pierce Action Crime Romance Thriller
Richard Loncraine,Kirsten Dunst,Jon Favreau,Austin Nichols,Comedy Romance Sport,Wimbledon,2004.0,Richard Loncraine Kirsten Dunst  Jon Favreau Austin Nichols Comedy Romance Sport
Roger Kumble,Brendan Fraser,Brooke Shields,Matt Prokop,Comedy Family,Furry Vengeance,2010.0,Roger Kumble Brendan Fraser  Brooke Shields Matt Prokop Comedy Family
Kimble Rendall,Alex Russell,Cariba Heine,Richard Brancatisano,Action Horror Sci-Fi,Bait,2012.0,Kimble Rendall Alex Russell  Cariba Heine Richard Brancatisano Action Horror Sci-Fi
Peter Yates,Liam Neeson,Alun Armstrong,Lysette Anthony,Action Adventure Fantasy,Krull,1983.0,Peter Yates Liam Neeson  Alun Armstrong Lysette Anthony Action Adventure Fantasy
Robert Redford,Meryl Streep,Tom Cruise,Andrew Garfield,Drama Thriller War,Lions for Lambs,2007.0,Robert Redford Meryl Streep  Tom Cruise Andrew Garfield Drama Thriller War
John Milius,Rosanna Arquette,Dann Florek,Christopher Rich,Action Drama Thriller War,Flight of the Intruder,1991.0,John Milius Rosanna Arquette  Dann Florek Christopher Rich Action Drama Thriller War
